article_id,company_key,company_name_raw,company_matched,company_match_method,company_match_score,published_date,date_status,pub_year,pub_quarter,pub_month,category_std,category_raw,revenue_raw,arr_usd,arr_status,currency_detected,company_age,_source_row_number,_loaded_at
ART0140,Airbnb,Airbnb,True,exact,100.0,2020-09-24,parsed,2020,3,9,SOFTWARE,SaaS,,,missing,,21,140,2026-08-22T21:58:37.269504+00:00
ART0141,Anthropic,Anthropic,True,exact,100.0,2022-02-25,parsed,2022,1,2,SECURITY,Cybersecurity,$95.0M,95000000,parsed,USD,16,141,2026-08-22T21:58:37.269504+00:00
ART0142,Cloudflare,Cloudflare,True,exact,100.0,2022-10-15,parsed,2022,4,10,AI_ML,Machine Learning,"$1,010,000,000",1010000000,parsed,USD,24,142,2026-08-22T21:58:37.269504+00:00
ART0143,Snowflake,Snowflake,True,exact,100.0,2020-01-17,parsed,2020,1,1,SECURITY,Cybersecurity,Not disclosed,,not_disclosed,,8,143,2026-08-22T21:58:37.269504+00:00
ART0144,Elastic,Elastic,True,exact,100.0,2022-01-12,parsed,2022,1,1,FINTECH,Finance,1010.0M USD,1010000000,parsed,USD,6,144,2026-08-22T21:58:37.269504+00:00
ART0145,Uber,Uber,True,exact,100.0,2021-11-25,parsed,2021,4,11,DATA_ANALYTICS,Analytics,Not disclosed,,not_disclosed,,6,145,2026-08-22T21:58:37.269504+00:00
ART0146,Palantir,Palantir,True,exact,100.0,2023-05-26,parsed,2023,2,5,CLOUD,Cloud Computing,Not disclosed,,not_disclosed,,18,146,2026-08-22T21:58:37.269504+00:00
ART0147,Elastic,Elastic,True,exact,100.0,2023-12-22,parsed,2023,4,12,FINTECH,Finance,$1.250B,1250000000,parsed,USD,7,147,2026-08-22T21:58:37.269504+00:00
ART0148,DataRobot,DataRobot,True,exact,100.0,2021-06-27,parsed,2021,2,6,SOFTWARE,Enterprise Software,N/A,,missing,,9,148,2026-08-22T21:58:37.269504+00:00
ART0149,Microsoft,Microsoft,True,exact,100.0,2021-05-11,parsed,2021,2,5,SOFTWARE,Enterprise Software,"£41,338,582,677",52500000000,parsed,GBP,3,149,2026-08-22T21:58:37.269504+00:00
ART0150,MongoDB,MongoDB,True,exact,100.0,2022-08-23,parsed,2022,3,8,AI_ML,Artificial Intelligence,Not disclosed,,not_disclosed,,14,150,2026-08-22T21:58:37.269504+00:00
ART0151,Elastic,Elastic,True,exact,100.0,2023-10-16,parsed,2023,4,10,FINTECH,Financial Technology,Not disclosed,,not_disclosed,,7,151,2026-08-22T21:58:37.269504+00:00
ART0152,Stripe,Stripe,True,exact,100.0,2021-12-15,parsed,2021,4,12,FINTECH,Financial Technology,Not disclosed,,not_disclosed,,19,152,2026-08-22T21:58:37.269504+00:00
ART0153,Google DeepMind,Google DeepMind,True,exact,100.0,2022-06-24,parsed,2022,2,6,FINTECH,Financial Technology,Not disclosed,,not_disclosed,,5,153,2026-08-22T21:58:37.269504+00:00
ART0154,NVIDIA,NVIDIA,True,exact,100.0,2023-10-03,parsed,2023,4,10,FINTECH,FinTech,Not disclosed,,not_disclosed,,6,154,2026-08-22T21:58:37.269504+00:00
ART0155,OpenAI,OpenAI,True,exact,100.0,2020-11-19,parsed,2020,4,11,SECURITY,InfoSec,$0.095 billion,95000000,parsed,USD,14,155,2026-08-22T21:58:37.269504+00:00
ART0156,Scale AI,Scale AI,True,exact,100.0,2021-04-20,parsed,2021,2,4,AI_ML,Artificial Intelligence,,,missing,,18,156,2026-08-22T21:58:37.269504+00:00
ART0157,Anthropic,Anthropic,True,exact,100.0,2021-09-03,parsed,2021,3,9,AI_ML,AI & ML,$42.8M - $47.2M,45000000,parsed,USD,15,157,2026-08-22T21:58:37.269504+00:00
ART0158,Stripe,Stripe,True,exact,100.0,2022-07-28,parsed,2022,3,7,FINTECH,Financial Technology,1900.0M USD,1900000000,parsed,USD,20,158,2026-08-22T21:58:37.269504+00:00
ART0159,SpaceX,SpaceX,True,exact,100.0,2021-11-02,parsed,2021,4,11,DATA_ANALYTICS,Big Data,$4.300B,4300000000,parsed,USD,5,159,2026-08-22T21:58:37.269504+00:00
ART0160,Databricks,Databricks,True,exact,100.0,2021-09-10,parsed,2021,3,9,SOFTWARE,Enterprise Software,Not disclosed,,not_disclosed,,18,160,2026-08-22T21:58:37.269504+00:00
ART0161,Uber,Uber,True,exact,100.0,2022-10-26,parsed,2022,4,10,FINTECH,Finance,$25.000B,25000000000,parsed,USD,7,161,2026-08-22T21:58:37.269504+00:00
ART0162,Airbnb,Airbnb,True,exact,100.0,2023-12-08,parsed,2023,4,12,SECURITY,InfoSec,Not disclosed,,not_disclosed,,24,162,2026-08-22T21:58:37.269504+00:00
ART0163,MongoDB,MongoDB,True,exact,100.0,2023-03-18,parsed,2023,1,3,CLOUD,Cloud Computing,1480.0M USD,1480000000,parsed,USD,15,163,2026-08-22T21:58:37.269504+00:00
ART0164,Anthropic,Anthropic,True,exact,100.0,2020-09-27,parsed,2020,3,9,SECURITY,Cybersecurity,Not disclosed,,not_disclosed,,14,164,2026-08-22T21:58:37.269504+00:00
ART0165,Tesla,Tesla,True,exact,100.0,2020-05-29,parsed,2020,2,5,SECURITY,Cybersecurity,$24.500B,24500000000,parsed,USD,12,165,2026-08-22T21:58:37.269504+00:00
ART0166,Microsoft,Microsoft,True,exact,100.0,2023-08-15,parsed,2023,3,8,DATA_ANALYTICS,Analytics,,,missing,,5,166,2026-08-22T21:58:37.269504+00:00
ART0167,Scale AI,Scale AI,True,exact,100.0,2020-08-30,parsed,2020,3,8,SOFTWARE,Software,Not disclosed,,not_disclosed,,17,167,2026-08-22T21:58:37.269504+00:00
ART0168,SpaceX,SpaceX,True,exact,100.0,2022-02-15,parsed,2022,1,2,FINTECH,FinTech,$5.000B,5000000000,parsed,USD,6,168,2026-08-22T21:58:37.269504+00:00
ART0169,NVIDIA,NVIDIA,True,exact,100.0,2020-05-17,parsed,2020,2,5,AI_ML,Artificial Intelligence,"$11,200,000,000",11200000000,parsed,USD,3,169,2026-08-22T21:58:37.269504+00:00
ART0170,Anthropic,Anthropic,True,exact,100.0,2022-10-28,parsed,2022,4,10,FINTECH,FinTech,$0.250 billion,250000000,parsed,USD,16,170,2026-08-22T21:58:37.269504+00:00
ART0171,Snowflake,Snowflake,True,exact,100.0,2020-05-04,parsed,2020,2,5,SOFTWARE,Enterprise Software,,,missing,,8,171,2026-08-22T21:58:37.269504+00:00
ART0172,Stripe,Stripe,True,exact,100.0,2022-05-02,parsed,2022,2,5,CLOUD,Cloud Computing,$1.820B,1820000000,parsed,USD,20,172,2026-08-22T21:58:37.269504+00:00
ART0173,Anthropic,Anthropic,True,exact,100.0,2022-04-25,parsed,2022,2,4,SOFTWARE,Software,$130.0M,130000000,parsed,USD,16,173,2026-08-22T21:58:37.269504+00:00
ART0174,Palantir,Palantir,True,exact,100.0,2020-07-08,parsed,2020,3,7,CLOUD,Cloud Services,Not disclosed,,not_disclosed,,15,174,2026-08-22T21:58:37.269504+00:00
ART0175,Tesla,Tesla,True,exact,100.0,2020-08-28,parsed,2020,3,8,SECURITY,InfoSec,$23940.0M - $26460.0M,25200000000,parsed,USD,12,175,2026-08-22T21:58:37.269504+00:00
ART0176,Scale AI,Scale AI,True,exact,100.0,2021-09-23,parsed,2021,3,9,DATA_ANALYTICS,Analytics,Not disclosed,,not_disclosed,,18,176,2026-08-22T21:58:37.269504+00:00
ART0177,Confluent,Confluent,True,exact,100.0,2020-10-25,parsed,2020,4,10,FINTECH,Financial Technology,$340.0M,340000000,parsed,USD,25,177,2026-08-22T21:58:37.269504+00:00
ART0178,Cloudflare,Cloudflare,True,exact,100.0,2023-09-02,parsed,2023,3,9,DATA_ANALYTICS,Data Analytics,,,missing,,25,178,2026-08-22T21:58:37.269504+00:00
ART0179,Microsoft,Microsoft,True,exact,100.0,2023-01-24,parsed,2023,1,1,CLOUD,Cloud,$71.000B,71000000000,parsed,USD,5,179,2026-08-22T21:58:37.269504+00:00
ART0180,Microsoft,Microsoft,True,exact,100.0,2021-04-18,parsed,2021,2,4,CLOUD,Cloud Computing,"$52,500,000,000",52500000000,parsed,USD,3,180,2026-08-22T21:58:37.269504+00:00
ART0181,Cloudflare,Cloudflare,True,exact,100.0,2020-01-14,parsed,2020,1,1,SOFTWARE,Software,$370.5M - $409.5M,390000000,parsed,USD,22,181,2026-08-22T21:58:37.269504+00:00
ART0182,Amazon Web Services,Amazon Web Services,True,exact,100.0,2020-07-16,parsed,2020,3,7,CLOUD,Cloud Computing,,,missing,,5,182,2026-08-22T21:58:37.269504+00:00
ART0183,NVIDIA,NVIDIA,True,exact,100.0,2023-11-01,parsed,2023,4,11,AI_ML,Artificial Intelligence,,,missing,,6,183,2026-08-22T21:58:37.269504+00:00
ART0184,Cloudflare,Cloudflare,True,exact,100.0,2023-08-13,parsed,2023,3,8,SOFTWARE,Enterprise Software,$1.260B,1260000000,parsed,USD,25,184,2026-08-22T21:58:37.269504+00:00
ART0185,Google DeepMind,Google DeepMind,True,exact,100.0,2021-07-28,parsed,2021,3,7,SOFTWARE,Enterprise Software,$340.0M,340000000,parsed,USD,4,185,2026-08-22T21:58:37.269504+00:00
ART0186,Google DeepMind,Google DeepMind,True,exact,100.0,2020-11-28,parsed,2020,4,11,FINTECH,FinTech,"£137,795,276",175000001,parsed,GBP,3,186,2026-08-22T21:58:37.269504+00:00
ART0187,MongoDB,MongoDB,True,exact,100.0,2021-12-09,parsed,2021,4,12,AI_ML,AI & ML,990.0M USD,990000000,parsed,USD,13,187,2026-08-22T21:58:37.269504+00:00
ART0188,OpenAI,OpenAI,True,exact,100.0,2021-07-13,parsed,2021,3,7,SECURITY,InfoSec,240.0M USD,240000000,parsed,USD,15,188,2026-08-22T21:58:37.269504+00:00
ART0189,DataRobot,DataRobot,True,exact,100.0,2021-05-19,parsed,2021,2,5,AI_ML,Machine Learning,"£192,913,386",245000000,parsed,GBP,9,189,2026-08-22T21:58:37.269504+00:00
ART0190,Snowflake,Snowflake,True,exact,100.0,2022-07-01,parsed,2022,3,7,AI_ML,AI & ML,,,missing,,10,190,2026-08-22T21:58:37.269504+00:00
ART0191,Elastic,Elastic,True,exact,100.0,2023-05-07,parsed,2023,2,5,DATA_ANALYTICS,Data Analytics,,,missing,,7,191,2026-08-22T21:58:37.269504+00:00
ART0192,Confluent,Confluent,True,exact,100.0,2020-12-13,parsed,2020,4,12,DATA_ANALYTICS,Big Data,"¥51,000,000,000",340000000,parsed,JPY,25,192,2026-08-22T21:58:37.269504+00:00
ART0193,SpaceX,SpaceX,True,exact,100.0,2022-09-18,parsed,2022,3,9,DATA_ANALYTICS,Analytics,,,missing,,6,193,2026-08-22T21:58:37.269504+00:00
ART0194,Uber,Uber,True,exact,100.0,2023-06-24,parsed,2023,2,6,DATA_ANALYTICS,Data Analytics,Not disclosed,,not_disclosed,,8,194,2026-08-22T21:58:37.269504+00:00
ART0195,Amazon Web Services,Amazon Web Services,True,exact,100.0,2021-10-15,parsed,2021,4,10,SECURITY,InfoSec,Not disclosed,,not_disclosed,,6,195,2026-08-22T21:58:37.269504+00:00
ART0196,Tesla,Tesla,True,exact,100.0,2023-01-22,parsed,2023,1,1,SOFTWARE,Software,Not disclosed,,not_disclosed,,15,196,2026-08-22T21:58:37.269504+00:00
ART0197,Cloudflare,Cloudflare,True,exact,100.0,2023-07-21,parsed,2023,3,7,FINTECH,FinTech,,,missing,,25,197,2026-08-22T21:58:37.269504+00:00
ART0198,Elastic,Elastic,True,exact,100.0,2022-01-06,parsed,2022,1,1,SOFTWARE,Software,$1.010B,1010000000,parsed,USD,6,198,2026-08-22T21:58:37.269504+00:00
ART0199,Confluent,Confluent,True,exact,100.0,2023-10-19,parsed,2023,4,10,DATA_ANALYTICS,Big Data,$980.0M,980000000,parsed,USD,28,199,2026-08-22T21:58:37.269504+00:00
ART0200,Elastic,Elastic,True,exact,100.0,2023-11-09,parsed,2023,4,11,FINTECH,FinTech,"€1,136,363,636",1250000000,parsed,EUR,7,200,2026-08-22T21:58:37.269504+00:00
ART0201,Google DeepMind,Google DeepMind,True,exact,100.0,2020-10-17,parsed,2020,4,10,FINTECH,Finance,Not disclosed,,not_disclosed,,3,201,2026-08-22T21:58:37.269504+00:00
ART0202,Stripe,Stripe,True,exact,100.0,2021-09-06,parsed,2021,3,9,AI_ML,AI & ML,$1.380B,1380000000,parsed,USD,19,202,2026-08-22T21:58:37.269504+00:00
ART0203,Elastic,Elastic,True,exact,100.0,2022-08-04,parsed,2022,3,8,DATA_ANALYTICS,Big Data,,,missing,,6,203,2026-08-22T21:58:37.269504+00:00
ART0204,Confluent,Confluent,True,exact,100.0,2022-03-07,parsed,2022,1,3,CLOUD,Cloud Services,$570.0M - $630.0M,600000000,parsed,USD,27,204,2026-08-22T21:58:37.269504+00:00
ART0205,Meta AI,Meta AI,True,exact,100.0,2023-10-05,parsed,2023,4,10,SOFTWARE,SaaS,,,missing,,22,205,2026-08-22T21:58:37.269504+00:00
ART0206,Snowflake,Snowflake,True,exact,100.0,2023-04-23,parsed,2023,2,4,CLOUD,Cloud Computing,$2520.0 million,2520000000,parsed,USD,11,206,2026-08-22T21:58:37.269504+00:00
ART0207,SpaceX,SpaceX,True,exact,100.0,2020-10-09,parsed,2020,4,10,DATA_ANALYTICS,Big Data,$2600.0 million,2600000000,parsed,USD,4,207,2026-08-22T21:58:37.269504+00:00
ART0208,Airbnb,Airbnb,True,exact,100.0,2022-09-19,parsed,2022,3,9,CLOUD,Cloud Services,,,missing,,23,208,2026-08-22T21:58:37.269504+00:00
ART0209,Confluent,Confluent,True,exact,100.0,2021-03-27,parsed,2021,1,3,AI_ML,Artificial Intelligence,"¥58,500,000,000",390000000,parsed,JPY,26,209,2026-08-22T21:58:37.269504+00:00
ART0210,Elastic,Elastic,True,exact,100.0,2020-08-19,parsed,2020,3,8,AI_ML,AI & ML,"¥105,000,000,000",700000000,parsed,JPY,4,210,2026-08-22T21:58:37.269504+00:00
ART0211,Scale AI,Scale AI,True,exact,100.0,2021-09-01,parsed,2021,3,9,SECURITY,Security,$305.0M,305000000,parsed,USD,18,211,2026-08-22T21:58:37.269504+00:00
ART0212,DataRobot,DataRobot,True,exact,100.0,2022-05-26,parsed,2022,2,5,CLOUD,Cloud Computing,$299.2M - $330.8M,315000000,parsed,USD,10,212,2026-08-22T21:58:37.269504+00:00
ART0213,Snowflake,Snowflake,True,exact,100.0,2023-03-18,parsed,2023,1,3,SOFTWARE,SaaS,$2.350 billion,2350000000,parsed,USD,11,213,2026-08-22T21:58:37.269504+00:00
ART0214,NVIDIA,NVIDIA,True,exact,100.0,2023-12-27,parsed,2023,4,12,FINTECH,FinTech,,,missing,,6,214,2026-08-22T21:58:37.269504+00:00
ART0215,Uber,Uber,True,exact,100.0,2021-07-23,parsed,2021,3,7,DATA_ANALYTICS,Analytics,Not disclosed,,not_disclosed,,6,215,2026-08-22T21:58:37.269504+00:00
ART0216,Tesla,Tesla,True,exact,100.0,2021-03-07,parsed,2021,1,3,FINTECH,Finance,Not disclosed,,not_disclosed,,13,216,2026-08-22T21:58:37.269504+00:00
ART0217,Scale AI,Scale AI,True,exact,100.0,2020-02-03,parsed,2020,1,2,CLOUD,Cloud,$100.0 million,100000000,parsed,USD,17,217,2026-08-22T21:58:37.269504+00:00
ART0218,Google DeepMind,Google DeepMind,True,exact,100.0,2022-08-01,parsed,2022,3,8,AI_ML,Machine Learning,Not disclosed,,not_disclosed,,5,218,2026-08-22T21:58:37.269504+00:00
ART0219,Scale AI,Scale AI,True,exact,100.0,2023-12-12,parsed,2023,4,12,AI_ML,AI/ML,$722.0M - $798.0M,760000000,parsed,USD,20,219,2026-08-22T21:58:37.269504+00:00
ART0220,Stripe,Stripe,True,exact,100.0,2022-05-14,parsed,2022,2,5,CLOUD,Cloud Computing,$1.820B,1820000000,parsed,USD,20,220,2026-08-22T21:58:37.269504+00:00
ART0221,Microsoft,Microsoft,True,exact,100.0,2020-09-29,parsed,2020,3,9,CLOUD,Cloud Computing,"¥6,675,000,000,000",44500000000,parsed,JPY,2,221,2026-08-22T21:58:37.269504+00:00
ART0222,SpaceX,SpaceX,True,exact,100.0,2023-11-07,parsed,2023,4,11,CLOUD,Cloud Services,"£6,692,913,386",8500000000,parsed,GBP,7,222,2026-08-22T21:58:37.269504+00:00
ART0223,NVIDIA,NVIDIA,True,exact,100.0,2023-05-15,parsed,2023,2,5,FINTECH,Finance,$34200.0M - $37800.0M,36000000000,parsed,USD,6,223,2026-08-22T21:58:37.269504+00:00
ART0224,Snowflake,Snowflake,True,exact,100.0,2020-04-21,parsed,2020,2,4,SECURITY,InfoSec,$589.0M - $651.0M,620000000,parsed,USD,8,224,2026-08-22T21:58:37.269504+00:00
ART0225,Uber,Uber,True,exact,100.0,2022-11-05,parsed,2022,4,11,SOFTWARE,Software,"$25,000,000,000",25000000000,parsed,USD,7,225,2026-08-22T21:58:37.269504+00:00
ART0226,Anthropic,Anthropic,True,exact,100.0,2022-03-11,parsed,2022,1,3,SOFTWARE,SaaS,$90.2M - $99.8M,95000000,parsed,USD,16,226,2026-08-22T21:58:37.269504+00:00
ART0227,Snowflake,Snowflake,True,exact,100.0,2022-11-13,parsed,2022,4,11,CLOUD,Cloud Computing,N/A,,missing,,10,227,2026-08-22T21:58:37.269504+00:00
ART0228,SpaceX,SpaceX,True,exact,100.0,2022-07-17,parsed,2022,3,7,AI_ML,Artificial Intelligence,"$6,100,000,000",6100000000,parsed,USD,6,228,2026-08-22T21:58:37.269504+00:00
ART0229,Cloudflare,Cloudflare,True,exact,100.0,2022-12-07,parsed,2022,4,12,FINTECH,Financial Technology,Not disclosed,,not_disclosed,,24,229,2026-08-22T21:58:37.269504+00:00
ART0230,Confluent,Confluent,True,exact,100.0,2020-06-06,parsed,2020,2,6,SECURITY,Security,"€259,090,909",285000000,parsed,EUR,25,230,2026-08-22T21:58:37.269504+00:00
ART0231,Meta AI,Meta AI,True,exact,100.0,2022-11-08,parsed,2022,4,11,AI_ML,Artificial Intelligence,"£889,763,780",1130000001,parsed,GBP,21,231,2026-08-22T21:58:37.269504+00:00
ART0232,Elastic,Elastic,True,exact,100.0,2023-09-04,parsed,2023,3,9,FINTECH,FinTech,$1.200B,1200000000,parsed,USD,7,232,2026-08-22T21:58:37.269504+00:00
ART0233,Amazon Web Services,Amazon Web Services,True,exact,100.0,2022-11-22,parsed,2022,4,11,DATA_ANALYTICS,Big Data,"€73,636,363,636",81000000000,parsed,EUR,7,233,2026-08-22T21:58:37.269504+00:00
ART0234,Tesla,Tesla,True,exact,100.0,2023-02-28,parsed,2023,1,2,FINTECH,FinTech,"£64,566,929,134",82000000000,parsed,GBP,15,234,2026-08-22T21:58:37.269504+00:00
ART0235,Stripe,Stripe,True,exact,100.0,2023-09-08,parsed,2023,3,9,FINTECH,Finance,,,missing,,21,235,2026-08-22T21:58:37.269504+00:00
ART0236,NVIDIA,NVIDIA,True,exact,100.0,2022-04-25,parsed,2022,2,4,DATA_ANALYTICS,Analytics,$16910.0M - $18690.0M,17800000000,parsed,USD,5,236,2026-08-22T21:58:37.269504+00:00
ART0237,Confluent,Confluent,True,exact,100.0,2020-05-07,parsed,2020,2,5,CLOUD,Cloud Computing,"€259,090,909",285000000,parsed,EUR,25,237,2026-08-22T21:58:37.269504+00:00
ART0238,Microsoft,Microsoft,True,exact,100.0,2020-08-11,parsed,2020,3,8,AI_ML,AI & ML,,,missing,,2,238,2026-08-22T21:58:37.269504+00:00
ART0239,Palantir,Palantir,True,exact,100.0,2022-06-08,parsed,2022,2,6,AI_ML,AI & ML,"€1,409,090,909",1550000000,parsed,EUR,17,239,2026-08-22T21:58:37.269504+00:00
ART0240,Uber,Uber,True,exact,100.0,2020-04-10,parsed,2020,2,4,FINTECH,Finance,"£8,031,496,063",10200000000,parsed,GBP,5,240,2026-08-22T21:58:37.269504+00:00
ART0241,Meta AI,Meta AI,True,exact,100.0,2020-07-27,parsed,2020,3,7,AI_ML,AI & ML,$165.0M,165000000,parsed,USD,19,241,2026-08-22T21:58:37.269504+00:00
ART0242,Confluent,Confluent,True,exact,100.0,2021-06-14,parsed,2021,2,6,AI_ML,AI/ML,$455.0M,455000000,parsed,USD,26,242,2026-08-22T21:58:37.269504+00:00
ART0243,Confluent,Confluent,True,exact,100.0,2022-03-19,parsed,2022,1,3,AI_ML,AI/ML,$600.0M,600000000,parsed,USD,27,243,2026-08-22T21:58:37.269504+00:00
ART0244,Anthropic,Anthropic,True,exact,100.0,2023-06-22,parsed,2023,2,6,FINTECH,FinTech,,,missing,,17,244,2026-08-22T21:58:37.269504+00:00
ART0245,Tesla,Tesla,True,exact,100.0,2022-12-12,parsed,2022,4,12,SOFTWARE,Software,Not disclosed,,not_disclosed,,14,245,2026-08-22T21:58:37.269504+00:00
ART0246,Amazon Web Services,Amazon Web Services,True,exact,100.0,2021-10-15,parsed,2021,4,10,FINTECH,FinTech,"¥9,750,000,000,000",65000000000,parsed,JPY,6,246,2026-08-22T21:58:37.269504+00:00
ART0247,Amazon Web Services,Amazon Web Services,True,exact,100.0,2021-05-22,parsed,2021,2,5,FINTECH,FinTech,$58000.0 million,58000000000,parsed,USD,6,247,2026-08-22T21:58:37.269504+00:00
ART0248,Confluent,Confluent,True,exact,100.0,2023-12-11,parsed,2023,4,12,DATA_ANALYTICS,Analytics,Not disclosed,,not_disclosed,,28,248,2026-08-22T21:58:37.269504+00:00
ART0249,Anthropic,Anthropic,True,exact,100.0,2023-05-17,parsed,2023,2,5,AI_ML,AI/ML,$380.0 million,380000000,parsed,USD,17,249,2026-08-22T21:58:37.269504+00:00
ART0250,Anthropic,Anthropic,True,exact,100.0,2020-10-29,parsed,2020,4,10,CLOUD,Cloud Computing,"€10,909,091",12000000,parsed,EUR,14,250,2026-08-22T21:58:37.269504+00:00
ART0251,Stripe,Stripe,True,exact,100.0,2021-10-22,parsed,2021,4,10,CLOUD,Cloud,$1.550B,1550000000,parsed,USD,19,251,2026-08-22T21:58:37.269504+00:00
ART0252,Snowflake,Snowflake,True,exact,100.0,2023-11-11,parsed,2023,4,11,CLOUD,Cloud Computing,$2800.0 million,2800000000,parsed,USD,11,252,2026-08-22T21:58:37.269504+00:00
ART0253,Scale AI,Scale AI,True,exact,100.0,2020-08-01,parsed,2020,3,8,CLOUD,Cloud Computing,"€122,727,273",135000000,parsed,EUR,17,253,2026-08-22T21:58:37.269504+00:00
ART0254,Scale AI,Scale AI,True,exact,100.0,2021-11-18,parsed,2021,4,11,AI_ML,AI/ML,$340.0M,340000000,parsed,USD,18,254,2026-08-22T21:58:37.269504+00:00
ART0255,Palantir,Palantir,True,exact,100.0,2022-05-09,parsed,2022,2,5,SECURITY,Cybersecurity,N/A,,missing,,17,255,2026-08-22T21:58:37.269504+00:00
ART0256,Anthropic,Anthropic,True,exact,100.0,2020-11-02,parsed,2020,4,11,FINTECH,Financial Technology,N/A,,missing,,14,256,2026-08-22T21:58:37.269504+00:00
ART0257,Stripe,Stripe,True,exact,100.0,2023-06-10,parsed,2023,2,6,AI_ML,AI/ML,"$2,600,000,000",2600000000,parsed,USD,21,257,2026-08-22T21:58:37.269504+00:00
ART0258,SpaceX,SpaceX,True,exact,100.0,2023-02-08,parsed,2023,1,2,SOFTWARE,Software,$7.000B,7000000000,parsed,USD,7,258,2026-08-22T21:58:37.269504+00:00
ART0259,Microsoft,Microsoft,True,exact,100.0,2022-01-08,parsed,2022,1,1,SECURITY,Cybersecurity,"$61,000,000,000",61000000000,parsed,USD,4,259,2026-08-22T21:58:37.269504+00:00
ART0260,Cloudflare,Cloudflare,True,exact,100.0,2021-09-23,parsed,2021,3,9,SECURITY,InfoSec,N/A,,missing,,23,260,2026-08-22T21:58:37.269504+00:00
ART0261,Anthropic,Anthropic,True,exact,100.0,2022-06-19,parsed,2022,2,6,FINTECH,Financial Technology,$130.0M,130000000,parsed,USD,16,261,2026-08-22T21:58:37.269504+00:00
ART0262,Confluent,Confluent,True,exact,100.0,2023-02-07,parsed,2023,1,2,DATA_ANALYTICS,Big Data,"¥118,500,000,000",790000000,parsed,JPY,28,262,2026-08-22T21:58:37.269504+00:00
ART0263,MongoDB,MongoDB,True,exact,100.0,2022-11-24,parsed,2022,4,11,CLOUD,Cloud Computing,$1.380B,1380000000,parsed,USD,14,263,2026-08-22T21:58:37.269504+00:00
ART0264,Google DeepMind,Google DeepMind,True,exact,100.0,2022-06-10,parsed,2022,2,6,CLOUD,Cloud Computing,"£480,314,961",610000000,parsed,GBP,5,264,2026-08-22T21:58:37.269504+00:00
ART0265,MongoDB,MongoDB,True,exact,100.0,2020-01-26,parsed,2020,1,1,SOFTWARE,Enterprise Software,N/A,,missing,,12,265,2026-08-22T21:58:37.269504+00:00
ART0266,Meta AI,Meta AI,True,exact,100.0,2020-07-25,parsed,2020,3,7,SOFTWARE,Software,,,missing,,19,266,2026-08-22T21:58:37.269504+00:00
ART0267,DataRobot,DataRobot,True,exact,100.0,2023-10-26,parsed,2023,4,10,DATA_ANALYTICS,Big Data,Not disclosed,,not_disclosed,,11,267,2026-08-22T21:58:37.269504+00:00
ART0268,Snowflake,Snowflake,True,exact,100.0,2022-10-03,parsed,2022,4,10,AI_ML,AI & ML,$2.180 billion,2180000000,parsed,USD,10,268,2026-08-22T21:58:37.269504+00:00
ART0269,Tesla,Tesla,True,exact,100.0,2021-03-08,parsed,2021,1,3,SECURITY,InfoSec,$31.000B,31000000000,parsed,USD,13,269,2026-08-22T21:58:37.269504+00:00
ART0270,MongoDB,MongoDB,True,exact,100.0,2020-02-29,parsed,2020,1,2,CLOUD,Cloud Services,"¥75,000,000,000",500000000,parsed,JPY,12,270,2026-08-22T21:58:37.269504+00:00
ART0271,Airbnb,Airbnb,True,exact,100.0,2022-10-31,parsed,2022,4,10,AI_ML,AI & ML,N/A,,missing,,23,271,2026-08-22T21:58:37.269504+00:00
ART0272,Amazon Web Services,Amazon Web Services,True,exact,100.0,2023-11-11,parsed,2023,4,11,FINTECH,Finance,$95.000B,95000000000,parsed,USD,8,272,2026-08-22T21:58:37.269504+00:00
ART0273,Scale AI,Scale AI,True,exact,100.0,2022-11-17,parsed,2022,4,11,AI_ML,AI/ML,$570.0M,570000000,parsed,USD,19,273,2026-08-22T21:58:37.269504+00:00
ART0274,Scale AI,Scale AI,True,exact,100.0,2022-05-17,parsed,2022,2,5,DATA_ANALYTICS,Analytics,$408.5M - $451.5M,430000000,parsed,USD,19,274,2026-08-22T21:58:37.269504+00:00
ART0275,MongoDB,MongoDB,True,exact,100.0,2022-02-05,parsed,2022,1,2,FINTECH,Finance,"€981,818,182",1080000000,parsed,EUR,14,275,2026-08-22T21:58:37.269504+00:00
ART0276,Databricks,Databricks,True,exact,100.0,2023-12-27,parsed,2023,4,12,FINTECH,Finance,Not disclosed,,not_disclosed,,20,276,2026-08-22T21:58:37.269504+00:00
ART0277,Confluent,Confluent,True,exact,100.0,2023-03-17,parsed,2023,1,3,DATA_ANALYTICS,Data Analytics,$750.5M - $829.5M,790000000,parsed,USD,28,277,2026-08-22T21:58:37.269504+00:00
ART0278,Amazon Web Services,Amazon Web Services,True,exact,100.0,2020-07-18,parsed,2020,3,7,CLOUD,Cloud Computing,$45.500B,45500000000,parsed,USD,5,278,2026-08-22T21:58:37.269504+00:00
ART0279,Airbnb,Airbnb,True,exact,100.0,2023-04-14,parsed,2023,2,4,SECURITY,Security,N/A,,missing,,24,279,2026-08-22T21:58:37.269504+00:00
ART0280,MongoDB,MongoDB,True,exact,100.0,2022-04-26,parsed,2022,2,4,CLOUD,Cloud Computing,N/A,,missing,,14,280,2026-08-22T21:58:37.269504+00:00
